term,rho,pval,n_papers,ui,disease_term
D000071222:Suppressor of Cytokine Signaling 1 Protein,0.03992941237575302,0.78987166201304,47,D000071222,False
D000071223:Suppressor of Cytokine Signaling 3 Protein,0.06761776626723462,0.5590131698592171,77,D000071223,False
D000071229:Perilipin-4,-0.9999999999999999,,2,D000071229,False
D000071230:Transcriptional Regulator ERG,-0.03418615873921652,0.7819638728874713,68,D000071230,False
D000071231:Carbonic Anhydrase IX,0.2453239984122635,0.15547373510568768,35,D000071231,False
D000071234:Lumican,0.8829187134416479,0.008450342381896611,7,D000071234,False
D000071235:Fibromodulin,0.5,0.6666666666666667,3,D000071235,False
D000071238:Fibronectin Type III Domain,-0.5000730673685035,0.1703981581446015,9,D000071238,False
D000071241:Double-Stranded RNA Binding Motif,-0.9999999999999999,,2,D000071241,False
D000071243:Zika Virus Infection,-0.0937089816709996,0.7027736912627867,19,D000071243,True
D000071244:Zika Virus,0.06508572043500607,0.7060749932729347,36,D000071244,False
D000071245:Mitochondrial Uncoupling Proteins,-0.5,0.6666666666666667,3,D000071245,False
D000071246:Uncoupling Protein 2,-0.07747612684465051,0.663186847425872,34,D000071246,False
D000071247:Uncoupling Protein 3,0.251815310233027,0.36526366119650655,15,D000071247,False
D000071248:Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha,-0.03718787017691528,0.7091941106036624,103,D000071248,False
D000071250:Snail Family Transcription Factors,0.021154277285868044,0.6640300052954755,424,D000071250,False
D000071256:Uncoupling Protein 1,-0.21423693700676527,0.2932874952680742,26,D000071256,False
D000071316:Forkhead Box Protein O3,-0.09882780882269011,0.23207690013647864,148,D000071316,False
D000071317:Nanog Homeobox Protein,0.07074272439272147,0.42748306360124944,128,D000071317,False
D000071376:RNA-Binding Motifs,-0.09999999999999999,0.8728885715695383,5,D000071376,False
D000071377:RNA Recognition Motif,0.3502632341691732,0.26434439552630806,12,D000071377,False
"D000071396:Aldehyde Dehydrogenase, Mitochondrial",0.5029432622930242,0.012244056008612357,24,D000071396,False
D000071416:Twist Transcription Factors,,,1,D000071416,False
D000071417:Twist-Related Protein 2,0.9999999999999999,,2,D000071417,False
D000071419:ETS Motif,,,1,D000071419,False
D000071421:Life History Traits,,,1,D000071421,False
"D000071425:Src Homology 2 Domain-Containing, Transforming Protein 1",-0.16840052861008897,0.44243217686123126,23,D000071425,False
"D000071426:Src Homology 2 Domain-Containing, Transforming Protein 2",-0.316227766016838,0.683772233983162,4,D000071426,False
"D000071427:Src Homology 2 Domain-Containing, Transforming Protein 3",-0.4472135954999579,0.45018485575210093,5,D000071427,False
D000071436:Thermotolerance,-0.15389675281277312,0.8048288166080632,5,D000071436,False
D000071437:Axon Guidance,-0.25828066295261504,0.3726275157024663,14,D000071437,False
D000071438:Fatty Acid-Binding Protein 7,-0.05129891760425771,0.934712848108234,5,D000071438,False
D000071439:Pseudoautosomal Regions,,,1,D000071439,False
D000071442:Taxis Response,-0.9999999999999999,,2,D000071442,False
D000071443:12E7 Antigen,-0.10090499582190261,0.7204819243002214,15,D000071443,False
D000071446:Neuronal Outgrowth,0.025720287114904206,0.9007463974497021,26,D000071446,False
D000071447:N-Myc Proto-Oncogene Protein,-0.0662422849672069,0.5696676304462867,76,D000071447,False
D000071448:Axon Fasciculation,,,1,D000071448,False
D000071449:Proprotein Convertase 9,-0.012331838686106813,0.9439476120886126,35,D000071449,False
"D000071450:ATP Binding Cassette Transporter, Subfamily B, Member 3",-1.0,0.0,3,D000071450,False
D000071451:Chitinase-3-Like Protein 1,-0.0857519474154181,0.5336166800382327,55,D000071451,False
D000071456:Sequestosome-1 Protein,0.022945815147217333,0.8093713692611453,113,D000071456,False
D000071457:DEAD Box Protein 58,-0.25624075805123364,0.011736430051039273,96,D000071457,False
D000071459:Death Domain,-0.9999999999999999,,2,D000071459,False
D000071461:Death Effector Domain,,,1,D000071461,False
D000071476:Caspase Activation and Recruitment Domain,0.2679333976777111,0.4256991402855699,11,D000071476,False
D000071478:APOBEC Deaminases,0.7999999999999999,0.20000000000000007,4,D000071478,False
D000071479:APOBEC-1 Deaminase,-0.5,0.6666666666666667,3,D000071479,False
D000071480:APOBEC-3G Deaminase,0.12752902790956808,0.6028682472548381,19,D000071480,False
"D000071497:Immunogenicity, Vaccine",,,1,D000071497,False
"D000071498:AlkB Homolog 1, Histone H2a Dioxygenase",,,1,D000071498,False
"D000071499:AlkB Homolog 2, Alpha-Ketoglutarate-Dependent Dioxygenase",,,1,D000071499,False
"D000071500:AlkB Homolog 3, Alpha-Ketoglutarate-Dependent Dioxygenase",-1.0,0.0,3,D000071500,False
"D000071502:AlkB Homolog 5, RNA Demethylase",-0.018182152108706585,0.9659159776129767,8,D000071502,False
D000071516:Alpha-Ketoglutarate-Dependent Dioxygenase FTO,-0.26051980194790897,0.08391141843040816,45,D000071516,False
D000071518:Liver X Receptors,0.00830017385961712,0.9432694468683163,76,D000071518,False
D000071538:Cortical Bone,-0.8944271909999159,0.10557280900008413,4,D000071538,False
D000071556:Cancellous Bone,-0.5991355993763865,0.05142651185935261,11,D000071556,False
D000071557:beta-Arrestins,-0.10821941756991074,0.4360204441089106,54,D000071557,False
D000071559:beta-Arrestin 1,0.07317077566958105,0.7113620296713147,28,D000071559,False
D000071560:beta-Arrestin 2,-0.12258127896166145,0.41703623071241935,46,D000071560,False
D000071616:CDX2 Transcription Factor,0.14311199905114397,0.36591680511527735,42,D000071616,False
D000071617:Protein Deglycase DJ-1,-0.1798892655055953,0.3504226803478694,29,D000071617,False
D000071636:Protein Phosphatase 2C,0.0014102882485568262,0.9927509350125807,44,D000071636,False
"D000071656:Receptor, Notch3",-0.05230739361578413,0.6991798883886222,57,D000071656,False
D000071657:Werner Syndrome Helicase,0.1944730212692089,0.5903173590239674,10,D000071657,False
D000071676:Zinc Finger Protein GLI1,0.06869843864032711,0.4819891647389313,107,D000071676,False
D000071677:Histidine Kinase,,,1,D000071677,False
D000071678:WD40 Repeats,0.22502349798886886,0.4020835793918687,16,D000071678,False
D000071679:Glycogen Synthase Kinase 3 beta,-0.05935080214292483,0.2587112907784015,364,D000071679,False
D000071681:Tartrate-Resistant Acid Phosphatase,-0.1364137239109729,0.6419243321543964,14,D000071681,False
D000071682:Sterile Alpha Motif,0.17284279920068835,0.6330007575176955,10,D000071682,False
D000071696:Proteogenomics,-0.39999999999999997,0.6,4,D000071696,False
D000071698:Latent Autoimmune Diabetes in Adults,-0.5,0.6666666666666667,3,D000071698,True
D000071700:Cone-Rod Dystrophies,-0.11013242575190507,0.7078079299736877,14,D000071700,True
D000071701:Regulatory Factor X Transcription Factors,0.316883289370481,0.023473845681846975,51,D000071701,False
D000071716:Regulatory Factor X1,0.8999999999999998,0.03738607346849874,5,D000071716,False
D000071717:X-Box Binding Protein 1,0.13176481866226367,0.28048118440092706,69,D000071717,False
D000071737:Stromal Interaction Molecule 1,-0.05142530607284821,0.7119045466994602,54,D000071737,False
D000071738:Stromal Interaction Molecule 2,-0.6182840223353118,0.13889518793753775,7,D000071738,False
D000071739:Calcium Release Activated Calcium Channels,-0.9999999999999999,,2,D000071739,False
D000071740:ORAI1 Protein,0.04503236721197209,0.7826107922775841,40,D000071740,False
D000071741:ORAI2 Protein,,,1,D000071741,False
D000071756:Soluble Guanylyl Cyclase,-0.21081851067789195,0.7891814893221081,4,D000071756,False
D000071776:Kelch Repeat,0.0,1.0,3,D000071776,False
D000071796:SMARCB1 Protein,-0.1422237498446111,0.42979853669987966,33,D000071796,False
D000071797:Butyrophilins,0.2517349271309098,0.40672222234810607,13,D000071797,False
D000071799:Zinc Finger E-box-Binding Homeobox 1,0.11215205809375459,0.08693092764348936,234,D000071799,False
D000071816:Glycodelin,-0.9486832980505139,0.051316701949486114,4,D000071816,False
D000071818:Wnt-5a Protein,-0.17728866354744033,0.09844211412939631,88,D000071818,False
D000071821:Dystonin,,,1,D000071821,False
D000071837:Fibrillins,0.16173874084416223,0.6776070078577943,9,D000071837,False
D000071838:Fibrillin-1,0.03977961264790775,0.8925988102484078,14,D000071838,False
D000071840:Fibrillin-2,,,1,D000071840,False
D000071841:PAX6 Transcription Factor,0.2568226403650136,0.058386737550724356,55,D000071841,False
D000071856:Tudor Domain,0.2448240958739341,0.5254934849410025,9,D000071856,False
D000071857:Tumor Suppressor p53-Binding Protein 1,-0.10313691012018535,0.3475745161296655,85,D000071857,False
D000071858:Epithelial Cell Adhesion Molecule,0.01069913726376989,0.931521626905621,67,D000071858,False
D000071876:Prostaglandin-E Synthases,-0.22732419458236544,0.33511397133345544,20,D000071876,False
D000071877:Checkpoint Kinase 1,0.043262183361059706,0.670701380820533,99,D000071877,False
D000071896:Medically Unexplained Symptoms,,,1,D000071896,True
D000071916:AC133 Antigen,0.19602522714368573,0.018127691201838835,145,D000071916,False
D000071936:Nipple Discharge,,,4,D000071936,False
D000071937:Cerebral Blood Volume,,,1,D000071937,False
D000071939:Stroke Rehabilitation,-0.5,0.6666666666666667,3,D000071939,False
D000071960:Breast Carcinoma In Situ,-0.6724926592994114,0.04718440258621125,9,D000071960,True
D000071999:S100 Calcium-Binding Protein A4,0.1602160907362158,0.2381815974755615,56,D000071999,False
D000072000:NF-KappaB Inhibitor alpha,0.04005384468684453,0.7077920968373029,90,D000072000,False
"D000072001:Diet, Healthy",0.435150252552976,0.24175711150708407,9,D000072001,False
D000072002:Prion Proteins,0.20017667817068988,0.41125943461923875,19,D000072002,False
D000072017:Deubiquitinating Enzymes,-0.08317525356216227,0.5384790988672346,57,D000072017,False
D000072019:Kelch-Like ECH-Associated Protein 1,-0.40252081106579896,0.0007332708549502827,67,D000072019,False
D000072020:Synthetic Lethal Mutations,0.15106674584169846,0.35861845172314066,39,D000072020,False
D000072036:Prophylactic Mastectomy,0.9999999999999999,,2,D000072036,False
D000072038:Cardiac Rehabilitation,,,1,D000072038,False
D000072040:Apolipoprotein A-V,-0.520186167955973,0.12323284388749793,10,D000072040,False
D000072041:PAX3 Transcription Factor,0.12788921190748337,0.5423793632500529,25,D000072041,False
D000072056:Transcription Factor HES-1,0.16637431275298747,0.18183287259697042,66,D000072056,False
D000072078:Positron Emission Tomography Computed Tomography,0.24462015993634223,0.10133112219348756,46,D000072078,False
D000072079:Patched Receptors,-0.12538710114557172,0.6435812980203552,16,D000072079,False
D000072081:Patched-1 Receptor,0.001247032857681177,0.9941555104819939,37,D000072081,False
D000072082:Patched-2 Receptor,,,3,D000072082,False
D000072086:Smoothened Receptor,0.0695204746247373,0.6783325616006832,38,D000072086,False
D000072098:Single Photon Emission Computed Tomography Computed Tomography,-0.1276884796138123,0.74338358954755,9,D000072098,False
D000072099:Serrate-Jagged Proteins,0.028114795425102534,0.8938745980693942,25,D000072099,False
D000072100:Jagged-1 Protein,-0.23873913382649548,0.07639679898041005,56,D000072100,False
D000072101:Jagged-2 Protein,0.7999999999999999,0.20000000000000007,4,D000072101,False
D000072105:Superoxide Dismutase-1,0.22432794180084434,0.10294244663354847,54,D000072105,False
D000072138:Mosquito Vectors,0.0,1.0,3,D000072138,False
D000072141:Neurologists,,,1,D000072141,False
D000072142:Pathologists,,,1,D000072142,False
D000072159:Dynactin Complex,0.22140519090638466,0.3220640526159363,22,D000072159,False
D000072160:Tumor Protein p73,-0.14319299298073976,0.2879542212404281,57,D000072160,False
D000072179:Interleukin-1 Receptor-Like 1 Protein,0.3404164666419877,0.013535992149972783,52,D000072179,False
D000072180:Phosphoinositide Phosphatases,0.2581988897471611,0.7418011102528389,4,D000072180,False
D000072181:Inositol Polyphosphate 5-Phosphatases,-0.2605258887612069,0.3483405596734056,15,D000072181,False
"D000072183:Phosphatidylinositol-3,4,5-Trisphosphate 5-Phosphatases",0.1459497704744356,0.4333752516428637,31,D000072183,False
D000072196:Fertilins,-0.7745966692414834,0.22540333075851657,4,D000072196,False
D000072197:ADAM10 Protein,-0.23323130824806673,0.06810056829793362,62,D000072197,False
D000072198:ADAM17 Protein,-0.08488790201845622,0.47519335479064795,73,D000072198,False
D000072199:ADAM12 Protein,0.06916139780645707,0.7597368474331192,22,D000072199,False
D000072200:Ku Autoantigen,-0.08785007800361261,0.5275951717970797,54,D000072200,False
D000072216:Zona Pellucida Glycoproteins,,,1,D000072216,False
D000072224:Bcl-2-Like Protein 11,0.013355235554832518,0.9005762875445913,90,D000072224,False
D000072226:Computed Tomography Angiography,-0.060830278693578876,0.7584681189057108,28,D000072226,False
D000072230:Sustained Virologic Response,-0.08749364344715116,0.7384484079721761,17,D000072230,False
D000072233:Homer Scaffolding Proteins,-0.3242042931338284,0.3307193054667417,11,D000072233,False
D000072237:ERG1 Potassium Channel,-0.05316902616512999,0.8007217504150455,25,D000072237,False
D000072258:Tumor Hypoxia,-0.017929003357142134,0.84850569335957,116,D000072258,False
D000072259:Connexin 26,0.7,0.1881204043741873,5,D000072259,False
D000072260:RNA Splicing Factors,-0.06429710311476909,0.49480649042285463,115,D000072260,False
D000072261:Dishevelled Proteins,-0.23651152221536295,0.04247936188402563,74,D000072261,False
D000072278:Forkhead Box Protein M1,-0.08516380830099739,0.3101515784775143,144,D000072278,False
D000072281:Lymphadenopathy,-0.7999999999999999,0.20000000000000007,4,D000072281,True
D000072283:A549 Cells,0.008006454415693701,0.7792568699038975,1228,D000072283,False
D000072317:Polychlorinated Dibenzodioxins,-0.2707874169444197,0.3103906126453606,16,D000072317,False
D000072336:Mucosal-Associated Invariant T Cells,-0.6859756097560976,0.028515290762245654,10,D000072336,False
D000072339:Sexual and Gender Minorities,,,1,D000072339,False
D000072340:NIMA-Interacting Peptidylprolyl Isomerase,-0.12297709734319012,0.4050031836306873,48,D000072340,False
D000072356:Parenchymal Tissue,0.38124184626736,0.31136570196770985,9,D000072356,False
D000072357:Applied Behavior Analysis,,,1,D000072357,False
D000072376:Oxysterols,0.07362517429678185,0.8398151212437741,10,D000072376,False
D000072377:Syk Kinase,-0.04367569904151509,0.7023182179460934,79,D000072377,False
D000072379:NIMA-Related Kinases,0.08823974101264705,0.5736557329933749,43,D000072379,False
D000072380:NIMA-Related Kinase 1,-0.35909242322980395,0.5528147466433505,5,D000072380,False
D000072396:Endothelin-Converting Enzymes,-0.6377481392176932,0.17307111024125976,6,D000072396,False
D000072416:Protein Structural Elements,,,1,D000072416,False
D000072417:Protein Domains,0.010150223415379129,0.6801545964638027,1652,D000072417,False
"D000072441:DNA, Ancient",,,1,D000072441,False
"D000072458:Orientation, Spatial",,,2,D000072458,False
D000072467:Cytochrome P450 Family 2,-0.030871172177507972,0.9165633603558616,14,D000072467,False
D000072470:Cytochrome P450 Family 4,-0.6826469692905576,0.06209269238231715,8,D000072470,False
D000072474:Cytochrome P450 Family 7,0.632455532033676,0.367544467966324,4,D000072474,False
D000072481:DNA Ligase ATP,-0.06740332905366817,0.7656769908049187,22,D000072481,False
D000072482:Retinoic Acid Receptor alpha,0.13622209198313592,0.3506657112357596,49,D000072482,False
D000072483:Placenta Growth Factor,-0.10729548428163316,0.5214094801526412,38,D000072483,False
D000072498:Cytochrome P450 Family 24,,,2,D000072498,False
D000072499:Manufacturing and Industrial Facilities,,,1,D000072499,False
D000072500:Cytochrome P450 Family 26,0.9999999999999999,,2,D000072500,False
D000072501:Cytochrome P450 Family 27,0.9999999999999999,,2,D000072501,False
D000072516:Retinoic Acid 4-Hydroxylase,-0.10502392594476133,0.758602917769562,11,D000072516,False
D000072556:Cholesterol 24-Hydroxylase,,,1,D000072556,False
D000072576:Homeobox Protein Nkx-2.5,-0.05255922083735638,0.7945841668763637,27,D000072576,False
D000072596:Hepatitis A Virus Cellular Receptor 1,-0.04873865676350426,0.7945796038944182,31,D000072596,False
D000072597:Hepatitis A Virus Cellular Receptor 2,0.21199499122753962,0.1572489822608337,46,D000072597,False
D000072598:Tumor Necrosis Factor alpha-Induced Protein 3,-0.3212637346299542,0.013933290340767054,58,D000072598,False
D000072599:Cardiorespiratory Fitness,-0.21557272714438658,0.6081490663684048,8,D000072599,False
D000072600:Meniscus,0.9999999999999999,,2,D000072600,False
D000072601:Cannula,,,1,D000072601,False
D000072622:Cyclophilin C,0.0,1.0,3,D000072622,False
D000072636:PAX8 Transcription Factor,0.198117112148999,0.40242182090709244,20,D000072636,False
D000072637:Thyroid Epithelial Cells,-0.2995601980451818,0.2981109326198317,14,D000072637,False
