term,citation_percentile_all,citation_percentile_intro,n_pubs_all,n_pubs_intro,ui,disease_term
D000070916:Tenocytes,0.42745939076214307,0.42745939076214307,4,4.0,D000070916,False
D000070918:Synoviocytes,0.5323881011954407,0.5323881011954407,84,81.0,D000070918,False
D000070956:MutL Proteins,0.7409433821332536,0.7662139084157433,9,1.0,D000070956,False
D000070957:MutL Protein Homolog 1,0.4067128325767867,0.4355057817832411,134,25.0,D000070957,False
D000070976:Mismatch Repair Endonuclease PMS2,0.663364207740655,0.7021537949369543,37,9.0,D000070976,False
"D000070996:ATP Binding Cassette Transporter, Subfamily G",0.6362057558716506,0.32071034991050434,7,3.0,D000070996,False
"D000070997:ATP Binding Cassette Transporter, Subfamily G, Member 2",0.5339286305954077,0.581563892885972,266,75.0,D000070997,False
"D000070998:ATP Binding Cassette Transporter, Subfamily G, Member 1",0.6313877260190565,0.7154998177661442,43,18.0,D000070998,False
D000070:Acebutolol,0.060418806533912066,0.060418806533912066,1,1.0,D000070,False
D000071017:Hyperekplexia,0.36673620045907107,0.36673620045907107,2,2.0,D000071017,True
"D000071018:ATP Binding Cassette Transporter, Subfamily G, Member 5",0.34161404344890584,0.8960840382858731,16,5.0,D000071018,False
"D000071019:ATP Binding Cassette Transporter, Subfamily G, Member 8",0.3137603255530921,0.36999669202778696,12,1.0,D000071019,False
D000071020:Hemochromatosis Protein,0.24822272528694547,0.23575917962289117,88,11.0,D000071020,False
D000071036:Sentinel Lymph Node,0.19937630714072305,0.19937630714072305,8,8.0,D000071036,False
D000071038:Grid Cells,0.9829884971616373,0.9829884971616373,1,1.0,D000071038,False
D000071040:Axon Initial Segment,0.935072452942934,0.8593473541661601,5,4.0,D000071040,False
D000071041:Esophageal Mucosa,0.10804638786290162,0.10804638786290162,9,9.0,D000071041,False
D000071056:Anorectal Malformations,0.2962587870844752,0.2962587870844752,6,6.0,D000071056,True
D000071057:Tardive Dyskinesia,0.21042010318323798,0.21042010318323798,5,5.0,D000071057,True
D000071058:Huntingtin Protein,0.6211214025802183,0.617300131061599,154,54.0,D000071058,False
D000071060:Breast Density,0.29796461667901425,0.29796461667901425,14,10.0,D000071060,False
D000071063:Endoglin,0.3264677322975799,0.2962587870844752,118,46.0,D000071063,False
D000071066:Patient Reported Outcome Measures,0.5504259727420685,0.5504259727420685,2,2.0,D000071066,False
"D000071067:Pneumonia, Necrotizing",0.9047817625799277,0.9047817625799277,1,1.0,D000071067,True
D000071068:Lipocalin-2,0.4355057817832411,0.5443822272290514,279,47.0,D000071068,False
D000071069:Multiple Chronic Conditions,0.6398436366515065,0.6398436366515065,2,2.0,D000071069,True
D000071074:Neonatal Sepsis,0.2000476587632551,0.29267445093133165,10,9.0,D000071074,True
D000071075:Small Fiber Neuropathy,0.617300131061599,0.617300131061599,5,5.0,D000071075,True
"D000071079:Stenosis, Pulmonary Artery",0.7662139084157433,0.7662139084157433,1,1.0,D000071079,True
D000071080:Cortical Excitability,0.7470255852314603,0.7470255852314603,3,3.0,D000071080,False
D000071096:ADAMTS Proteins,0.42432528026156846,0.6030779489699224,49,19.0,D000071096,False
D000071097:ADAMTS1 Protein,0.5880582203109493,0.6131944688169024,27,10.0,D000071097,False
D000071116:ADAMTS5 Protein,0.6030779489699224,0.6718653318039621,42,15.0,D000071116,False
D000071118:ADAMTS7 Protein,0.528990009949631,0.7157324337829458,15,2.0,D000071118,False
D000071119:ADAMTS9 Protein,0.6030779489699224,0.6030779489699224,16,9.0,D000071119,False
D000071120:ADAMTS13 Protein,0.4099903571423983,0.5325504465762487,102,10.0,D000071120,False
D000071121:ADAMTS4 Protein,0.42745939076214307,0.4329155391772331,32,14.0,D000071121,False
D000071137:Poly (ADP-Ribose) Polymerase-1,0.6206304152972811,0.6392486318869867,307,133.0,D000071137,False
D000071156:Promyelocytic Leukemia Protein,0.5339286305954077,0.4623604254332196,99,34.0,D000071156,False
D000071158:Leucine-Rich Repeat Serine-Threonine Protein Kinase-2,0.7209314568490507,0.7729697491799477,239,48.0,D000071158,False
D000071161:Forkhead Box Protein O1,0.6416940061172802,0.6765183404379524,298,149.0,D000071161,False
D000071162:Trefoil Factors,0.34161404344890584,0.34161404344890584,1,1.0,D000071162,False
D000071163:Trefoil Factor-1,0.542077406549785,0.6206304152972811,32,14.0,D000071163,False
D000071164:Trefoil Factor-2,0.6340369296240296,0.458636843477116,11,5.0,D000071164,False
D000071165:Trefoil Factor-3,0.45048651812066065,0.3554557259677816,34,8.0,D000071165,False
D000071176:Signaling Lymphocytic Activation Molecule Family,0.4671001006772003,0.5127687727423089,44,19.0,D000071176,False
D000071177:Signaling Lymphocytic Activation Molecule Family Member 1,0.5127687727423089,0.7662139084157433,17,7.0,D000071177,False
D000071178:CD48 Antigen,0.3707918272873726,0.42087330466424083,6,2.0,D000071178,False
D000071179:Signaling Lymphocytic Activation Molecule Associated Protein,0.5325504465762487,0.731981737443603,20,8.0,D000071179,False
"D000071181:ATP Binding Cassette Transporter, Subfamily B, Member 2",0.39910740962055574,0.573324276862927,20,8.0,D000071181,False
D000071182:Autophagosomes,0.8885454777791609,0.8494181659319274,120,107.0,D000071182,False
D000071183:Autophagy-Related Proteins,0.8245985953713165,0.8312271637270663,285,142.0,D000071183,False
D000071184:Pharmacogenomic Variants,0.3742871617349446,0.3853012430994082,148,101.0,D000071184,False
D000071185:Pharmacogenomic Testing,0.45862553707649334,0.3887797002772611,58,45.0,D000071185,False
D000071186:Beclin-1,0.7470255852314603,0.7492557062520675,298,148.0,D000071186,False
D000071187:Autophagy-Related Protein 5,0.7813525065438521,0.8074955183746638,113,76.0,D000071187,False
D000071189:Autophagy-Related Protein-1 Homolog,0.8558593338714772,0.8495028421121741,101,65.0,D000071189,False
D000071190:Autophagy-Related Protein 8 Family,0.8955800006626685,0.8955800006626685,26,13.0,D000071190,False
D000071192:Autophagy-Related Protein 12,0.8611809460800529,0.8610646245860203,30,17.0,D000071192,False
D000071193:Autophagy-Related Protein 7,0.8167714191200794,0.7981587989244099,69,46.0,D000071193,False
D000071196:Pyrin Domain,0.8446206119784467,0.8459814759486107,7,6.0,D000071196,False
D000071197:B30.2-SPRY Domain,0.2665410822237205,0.2665410822237205,6,6.0,D000071197,False
D000071198:Pyrin,0.24822272528694547,0.24822272528694547,74,13.0,D000071198,False
"D000071199:NLR Family, Pyrin Domain-Containing 3 Protein",0.8624846101910322,0.9052223353104272,423,119.0,D000071199,False
D000071219:Global Burden of Disease,0.24187705407827906,0.24187705407827906,1,1.0,D000071219,False
D000071221:Enhancer of Zeste Homolog 2 Protein,0.7662139084157433,0.8140244972449373,564,231.0,D000071221,False
D000071222:Suppressor of Cytokine Signaling 1 Protein,0.46551015835076187,0.4814340364300004,118,37.0,D000071222,False
D000071223:Suppressor of Cytokine Signaling 3 Protein,0.5127687727423089,0.5339286305954077,159,65.0,D000071223,False
D000071229:Perilipin-4,0.34161404344890584,0.6427181381309822,3,2.0,D000071229,False
D000071230:Transcriptional Regulator ERG,0.5340960937774191,0.573324276862927,166,61.0,D000071230,False
D000071231:Carbonic Anhydrase IX,0.5340123621864135,0.5586635313936756,96,32.0,D000071231,False
D000071232:Small Leucine-Rich Proteoglycans,0.0658882402001668,,1,,D000071232,False
D000071234:Lumican,0.6206304152972811,0.8488121665948776,12,6.0,D000071234,False
D000071235:Fibromodulin,0.5902140672782875,0.4654672544580801,11,3.0,D000071235,False
D000071238:Fibronectin Type III Domain,0.617300131061599,0.617300131061599,7,7.0,D000071238,False
D000071241:Double-Stranded RNA Binding Motif,0.21813052892944718,0.21813052892944718,2,2.0,D000071241,False
D000071243:Zika Virus Infection,0.9139262274944723,0.8865920012709003,18,15.0,D000071243,True
D000071244:Zika Virus,0.8838119067476866,0.8838119067476866,29,26.0,D000071244,False
D000071245:Mitochondrial Uncoupling Proteins,0.3554557259677816,0.3554557259677816,6,3.0,D000071245,False
D000071246:Uncoupling Protein 2,0.510967164772539,0.7002630641944071,73,25.0,D000071246,False
D000071247:Uncoupling Protein 3,0.38704047168833466,0.8710209525146527,23,11.0,D000071247,False
D000071248:Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha,0.6189652731794401,0.6098373148669692,254,86.0,D000071248,False
D000071250:Snail Family Transcription Factors,0.7210572302315421,0.7224081375699943,697,358.0,D000071250,False
D000071256:Uncoupling Protein 1,0.7821369883477741,0.869260359354302,50,22.0,D000071256,False
D000071316:Forkhead Box Protein O3,0.6601972414277191,0.684876285793717,298,120.0,D000071316,False
D000071317:Nanog Homeobox Protein,0.6776217508216313,0.7037788674994201,188,102.0,D000071317,False
D000071376:RNA-Binding Motifs,0.1582573946818046,0.1582573946818046,5,5.0,D000071376,False
D000071377:RNA Recognition Motif,0.6772014178921139,0.6772014178921139,11,11.0,D000071377,False
"D000071396:Aldehyde Dehydrogenase, Mitochondrial",0.3554557259677816,0.470114081752226,128,17.0,D000071396,False
D000071416:Twist Transcription Factors,0.5985584105168807,0.5985584105168807,1,1.0,D000071416,False
D000071417:Twist-Related Protein 2,0.6802949030297121,0.6802949030297121,2,2.0,D000071417,False
D000071419:ETS Motif,0.1582573946818046,0.1582573946818046,1,1.0,D000071419,False
D000071421:Life History Traits,0.7269009560800717,0.7269009560800717,1,1.0,D000071421,False
"D000071425:Src Homology 2 Domain-Containing, Transforming Protein 1",0.5340960937774191,0.684876285793717,34,17.0,D000071425,False
"D000071426:Src Homology 2 Domain-Containing, Transforming Protein 2",0.3665564009262322,0.22034402911015546,4,3.0,D000071426,False
"D000071427:Src Homology 2 Domain-Containing, Transforming Protein 3",0.791850351483379,0.791850351483379,3,3.0,D000071427,False
D000071436:Thermotolerance,0.45232162285473626,0.45232162285473626,5,5.0,D000071436,False
D000071437:Axon Guidance,0.6684296602457283,0.6684296602457283,12,12.0,D000071437,False
D000071438:Fatty Acid-Binding Protein 7,0.4654672544580801,0.4654672544580801,13,4.0,D000071438,False
D000071439:Pseudoautosomal Regions,0.581563892885972,0.581563892885972,1,1.0,D000071439,False
D000071442:Taxis Response,0.6016957648517364,0.6016957648517364,2,2.0,D000071442,False
D000071443:12E7 Antigen,0.22034402911015546,0.21808422517477882,13,9.0,D000071443,False
D000071446:Neuronal Outgrowth,0.48818650607929526,0.48818650607929526,19,19.0,D000071446,False
D000071447:N-Myc Proto-Oncogene Protein,0.6410965043322379,0.6950892773556956,139,62.0,D000071447,False
D000071448:Axon Fasciculation,0.5902140672782875,0.5902140672782875,1,1.0,D000071448,False
D000071449:Proprotein Convertase 9,0.561757814051392,0.6098373148669692,199,30.0,D000071449,False
"D000071450:ATP Binding Cassette Transporter, Subfamily B, Member 3",0.32071034991050434,0.6601972414277191,12,3.0,D000071450,False
D000071451:Chitinase-3-Like Protein 1,0.4211911697609939,0.4999404265459311,155,38.0,D000071451,False
D000071456:Sequestosome-1 Protein,0.7813525065438521,0.754481625336122,210,96.0,D000071456,False
D000071457:DEAD Box Protein 58,0.715627849733577,0.7037610707335478,196,79.0,D000071457,False
D000071459:Death Domain,0.3604326685408128,0.3604326685408128,2,2.0,D000071459,False
D000071461:Death Effector Domain,0.9670445372547644,0.9670445372547644,1,1.0,D000071461,False
D000071476:Caspase Activation and Recruitment Domain,0.6206304152972811,0.6206304152972811,8,7.0,D000071476,False
D000071478:APOBEC Deaminases,0.620931525271692,0.617380588112936,6,4.0,D000071478,False
D000071479:APOBEC-1 Deaminase,0.3771743812332262,0.25117433013562684,9,3.0,D000071479,False
D000071480:APOBEC-3G Deaminase,0.39910740962055574,0.4623604254332196,64,16.0,D000071480,False
D000071496:AlkB Enzymes,0.4960599043919928,,3,,D000071496,False
"D000071497:Immunogenicity, Vaccine",0.32071034991050434,0.32071034991050434,1,1.0,D000071497,False
"D000071498:AlkB Homolog 1, Histone H2a Dioxygenase",0.4828152785630624,0.43324245593068417,4,1.0,D000071498,False
"D000071499:AlkB Homolog 2, Alpha-Ketoglutarate-Dependent Dioxygenase",0.32071034991050434,0.843146350352871,3,1.0,D000071499,False
"D000071500:AlkB Homolog 3, Alpha-Ketoglutarate-Dependent Dioxygenase",0.32071034991050434,0.32071034991050434,5,3.0,D000071500,False
"D000071502:AlkB Homolog 5, RNA Demethylase",0.9895237426736392,0.9933434292716911,13,6.0,D000071502,False
"D000071503:AlkB Homolog 8, tRNA Methyltransferase",0.5586635313936756,,1,,D000071503,False
D000071516:Alpha-Ketoglutarate-Dependent Dioxygenase FTO,0.366634886199134,0.5325504465762487,216,35.0,D000071516,False
D000071518:Liver X Receptors,0.4814340364300004,0.4402305620791826,115,64.0,D000071518,False
D000071538:Cortical Bone,0.7335753121483461,0.7335753121483461,2,2.0,D000071538,False
D000071556:Cancellous Bone,0.34161404344890584,0.34161404344890584,7,7.0,D000071556,False
D000071557:beta-Arrestins,0.5759262025694651,0.571759723611748,114,49.0,D000071557,False
D000071559:beta-Arrestin 1,0.5325504465762487,0.498000165468962,34,22.0,D000071559,False
D000071560:beta-Arrestin 2,0.6030779489699224,0.6651914039677012,50,33.0,D000071560,False
D000071616:CDX2 Transcription Factor,0.43324245593068417,0.3795773274826272,98,35.0,D000071616,False
D000071617:Protein Deglycase DJ-1,0.5325504465762487,0.561757814051392,102,24.0,D000071617,False
D000071636:Protein Phosphatase 2C,0.5507917538093815,0.571759723611748,86,34.0,D000071636,False
"D000071656:Receptor, Notch3",0.5902140672782875,0.6772014178921139,122,47.0,D000071656,False
D000071657:Werner Syndrome Helicase,0.2849474835161194,0.2000476587632551,38,6.0,D000071657,False
D000071676:Zinc Finger Protein GLI1,0.6422915079023227,0.6596579025993426,206,97.0,D000071676,False
D000071677:Histidine Kinase,0.7687326711823956,0.7687326711823956,1,1.0,D000071677,False
D000071678:WD40 Repeats,0.45891589060274907,0.40779735161260866,13,11.0,D000071678,False
D000071679:Glycogen Synthase Kinase 3 beta,0.6772014178921139,0.6808472559151064,627,323.0,D000071679,False
D000071681:Tartrate-Resistant Acid Phosphatase,0.3958815745947734,0.4990088505171644,25,13.0,D000071681,False
D000071682:Sterile Alpha Motif,0.7507536052837911,0.7507536052837911,6,6.0,D000071682,False
D000071696:Proteogenomics,0.4475836570062743,0.4475836570062743,4,4.0,D000071696,False
D000071698:Latent Autoimmune Diabetes in Adults,0.2000476587632551,0.2000476587632551,4,4.0,D000071698,True
D000071700:Cone-Rod Dystrophies,0.3554557259677816,0.3485348847083437,17,14.0,D000071700,True
D000071701:Regulatory Factor X Transcription Factors,0.5916801961498956,0.554835823862695,78,42.0,D000071701,False
D000071716:Regulatory Factor X1,0.39434909094923287,0.43324245593068417,8,6.0,D000071716,False
D000071717:X-Box Binding Protein 1,0.7371619206481592,0.7371619206481592,106,56.0,D000071717,False
D000071737:Stromal Interaction Molecule 1,0.73364036976906,0.7580955535050893,138,43.0,D000071737,False
D000071738:Stromal Interaction Molecule 2,0.7737347006285147,0.7737347006285147,14,5.0,D000071738,False
D000071739:Calcium Release Activated Calcium Channels,0.39910740962055574,0.323759650130181,5,2.0,D000071739,False
D000071740:ORAI1 Protein,0.7224081375699943,0.6421672401102622,95,40.0,D000071740,False
D000071741:ORAI2 Protein,0.8106007223701138,0.8315655811174186,5,1.0,D000071741,False
D000071756:Soluble Guanylyl Cyclase,0.46869004300363876,0.3141746609328482,8,3.0,D000071756,False
D000071776:Kelch Repeat,0.17369178394693432,0.17369178394693432,2,2.0,D000071776,False
D000071796:SMARCB1 Protein,0.6061553057235884,0.6410965043322379,73,27.0,D000071796,False
D000071797:Butyrophilins,0.6030779489699224,0.6030779489699224,28,10.0,D000071797,False
D000071799:Zinc Finger E-box-Binding Homeobox 1,0.7750425888631238,0.790743107553094,332,194.0,D000071799,False
D000071816:Glycodelin,0.1608914985114125,0.061344900725365754,8,3.0,D000071816,False
D000071818:Wnt-5a Protein,0.6844745234011493,0.6840727610085816,171,71.0,D000071818,False
D000071821:Dystonin,0.6009014224280516,0.5516043665233212,3,1.0,D000071821,False
D000071837:Fibrillins,0.5339286305954077,0.5339286305954077,40,6.0,D000071837,False
D000071838:Fibrillin-1,0.5339286305954077,0.6615110551699988,70,11.0,D000071838,False
D000071840:Fibrillin-2,0.7771468623532699,0.8813116223483717,8,1.0,D000071840,False
D000071841:PAX6 Transcription Factor,0.43620736656863357,0.570195170360569,100,44.0,D000071841,False
D000071856:Tudor Domain,0.7796179355812384,0.777281894233642,7,5.0,D000071856,False
D000071857:Tumor Suppressor p53-Binding Protein 1,0.7239790931558069,0.7409433821332536,150,73.0,D000071857,False
D000071858:Epithelial Cell Adhesion Molecule,0.5830701349238763,0.7409433821332536,138,54.0,D000071858,False
D000071876:Prostaglandin-E Synthases,0.5340960937774191,0.5463798125855474,37,18.0,D000071876,False
D000071877:Checkpoint Kinase 1,0.6233109886638823,0.663364207740655,196,82.0,D000071877,False
D000071896:Medically Unexplained Symptoms,0.03147464156638469,0.03147464156638469,1,1.0,D000071896,True
D000071916:AC133 Antigen,0.5567496776281853,0.6776217508216313,294,123.0,D000071916,False
D000071936:Nipple Discharge,0.21042010318323798,0.21042010318323798,1,1.0,D000071936,False
D000071937:Cerebral Blood Volume,0.10804638786290162,0.10804638786290162,1,1.0,D000071937,False
D000071939:Stroke Rehabilitation,0.40451377991339205,0.28574096205557215,8,3.0,D000071939,False
